,"NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","BUILDING CLASS AT PRESENT
","LAND SQUARE FEET
","BLOCK
","LOT
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
",Predicted Values,Original Values
5110,12,13,15,0,636,1108,1,0,1,0,0,1900,1691924.6462305742,430950
20623,33,13,13,0,1542,1401,1,0,1,0,0,1974,1335516.2943641082,0
20625,35,13,18,0,1607,1133,1,0,1,0,0,1925,644398.3403005092,1110000
11702,26,45,102,0,1006,1302,0,0,1,0,0,1963,-2388562.0209929883,12700
3624,11,10,7,0,532,20,0,0,0,0,0,1930,1038717.6547477958,710000
3567,10,10,16,0,877,9,0,0,0,0,0,1928,435905.1484156656,870000
24143,40,7,4,9575,2172,32,18,2,20,9575,41140,1916,11592448.621317415,0
21048,33,10,12,0,1519,1,0,0,0,0,0,1926,-143047.17659385083,2900000
24866,39,10,11,0,2180,326,0,0,0,0,0,1951,45626.58463319158,365000
22760,37,10,16,0,1230,61,0,0,0,0,0,1928,-491503.1613841448,1925000
1615,5,13,13,0,1064,1127,1,0,1,0,0,0,3230329.9501379295,6200000
12037,26,45,102,0,1006,1303,0,0,1,0,0,1963,-2387436.2451660666,70305
814,2,13,13,0,798,1567,1,0,1,0,0,2008,2641172.0773005798,1487500
17799,33,13,18,0,1373,1064,1,0,1,0,0,2004,596922.4663776434,1600000
17106,36,10,8,0,1209,6,0,0,0,0,0,1928,34972.95664061932,1589500
10300,26,13,16,0,1008,1379,1,0,1,0,0,1987,1360935.5567115308,0
20562,33,9,11,0,1519,45,0,0,0,0,0,1980,-5028.597489981912,560000
17766,34,10,10,0,1602,13,0,0,0,0,0,1923,-27793.014874673914,2750000
4143,11,10,10,0,573,43,0,0,0,0,0,1926,859251.9155759006,0
12927,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,0
858,2,13,15,0,775,1230,1,0,1,0,0,2014,2120755.039957954,1344090
3264,9,17,17,0,842,1002,0,0,0,0,0,1961,1139800.056055821,416250
6677,15,7,8,2498,2080,14,6,0,6,2498,3412,1920,2562386.621317415,1055000
11329,26,25,57,7532,1009,37,0,2,2,7532,112850,2007,19496647.621317416,83645
17940,32,10,11,0,1467,1,0,0,0,0,0,1961,-57650.199548612814,875600
9986,26,7,4,2542,1045,1,18,2,20,2542,13786,1920,6535742.621317415,10500000
6146,14,7,2,4340,1665,31,28,2,30,4340,19134,1910,9787508.621317415,0
11847,26,45,102,0,1006,1302,0,0,1,0,0,1963,-2388562.0209929883,13603
11723,26,26,57,7532,1009,37,0,2,2,7532,112850,2007,19447495.621317416,0
20232,36,13,15,0,1247,1033,1,0,1,0,0,1950,695047.4130721823,677500
1791,6,7,2,3522,436,48,21,2,23,3522,13405,1920,7846544.621317415,0
12769,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,85000
3939,11,10,10,0,555,1,0,0,0,0,0,1960,792046.5194326164,1795000
11901,32,10,8,0,1392,1,0,0,0,0,0,1927,171103.07319653453,100000
19880,32,13,16,0,1439,1052,1,0,1,0,0,1987,766358.5595257855,1500000
16815,28,13,16,0,859,1275,1,0,1,0,0,2008,1161935.3919651448,776000
21919,36,13,18,0,1171,3203,1,0,1,0,0,0,4096823.100120004,882000
5161,12,13,16,0,602,1121,1,0,1,0,0,0,2772604.425879887,3750000
2603,8,13,16,0,31,1061,1,0,1,0,0,1987,1675697.1050066226,1445915
2581,8,13,13,0,53,1334,1,0,1,0,0,2007,2177527.3288913784,2750000
6960,17,10,11,0,2248,9,0,0,0,0,0,1937,493066.5398695818,660000
8750,25,10,16,0,1328,30,0,0,0,0,0,1963,-114410.66645081341,440000
1342,4,13,15,0,123,1133,1,0,1,0,0,2008,1956238.7426378443,6618625
8893,25,13,15,0,1320,2087,1,0,1,0,0,1988,2256092.6722271,805000
19393,34,10,16,0,1519,46,0,0,0,0,0,1941,-413442.35025027767,277000
2055,7,43,54,0,837,1015,0,0,1,0,0,1924,1417572.5679276097,10861837
13125,26,45,71,0,1006,1302,0,0,1,0,0,0,921232.8443033337,18850
11535,31,17,17,0,225,1002,0,0,0,0,0,0,1526007.4156020086,800000
18108,32,13,13,0,1397,1510,1,0,1,0,0,1927,1525551.3152575404,0
7098,22,13,11,0,1833,4282,1,0,1,0,0,1960,5117782.029944755,0
10997,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,56998
4129,12,7,29,2182,583,45,4,0,4,2182,3944,1910,1100932.621317415,0
71,1,9,9,0,406,50,0,0,0,0,0,1901,1368701.7379129915,407500
2720,8,25,47,2688,64,1,0,2,2,2688,42012,2006,6266896.621317415,42370390
5402,12,26,28,500,625,43,1,1,2,500,1510,1901,-730718.378682585,0
16881,33,10,16,0,1379,1,0,0,0,0,0,1931,-418970.0257548876,34000000
336,2,10,11,0,747,1,0,0,0,0,0,1963,1043486.4414198701,128460
7621,21,7,4,3772,353,49,25,1,26,3772,15038,1910,8084612.621317415,11000000
12585,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,55037
9503,25,13,11,0,1271,404,1,0,1,0,0,0,1825125.284846623,765000
13010,26,45,71,0,1006,1302,0,0,1,0,0,0,921232.8443033337,24807
14117,26,45,79,0,1027,1234,0,0,1,0,0,0,292530.4028162048,15562
10538,26,13,13,0,1047,2098,1,0,1,0,0,1978,2381820.454626442,925000
14448,26,45,79,0,1027,1296,0,0,1,0,0,0,362328.5040853643,17068
14412,32,9,9,0,1489,8,0,0,0,0,0,1900,175875.10578477522,411000
22021,35,13,13,0,1164,1160,1,0,1,0,0,0,2178073.073914033,0
1209,3,43,54,0,201,1078,0,0,1,0,0,0,2795357.5214425973,610000
16153,30,10,11,0,94,1,0,0,0,0,0,1971,37486.55864673015,59000
11586,26,45,102,0,1006,1302,0,0,1,0,0,1963,-2388562.0209929883,45327
4287,12,10,8,0,608,39,0,0,0,0,0,1961,934808.166964158,753000
19559,33,10,11,0,1506,65,0,0,0,0,0,1923,28.441519243642688,1210950
10812,26,26,48,7532,1009,37,0,2,2,7532,112850,2007,20070087.621317416,0
18169,33,13,18,0,1423,1259,1,0,1,0,0,1991,823167.5621067607,3200000
17171,29,9,11,0,517,6,0,0,0,0,0,1900,164688.0562901888,475000
13033,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,17055
8491,24,35,119,2500,1283,13,0,3,3,2500,17131,1932,-4845571.378682585,18000000
9113,25,13,11,0,1011,2013,1,0,1,0,0,1930,2489707.9810714256,2400000
9394,25,45,102,0,1319,1314,0,0,1,0,0,2002,-2368615.7204802125,0
15881,26,45,71,0,1027,1365,0,0,1,0,0,0,991719.0013807383,35484
3612,11,10,7,0,530,9,0,0,0,0,0,1900,1044285.808272481,1725000
4216,12,9,6,0,633,6,0,0,0,0,0,1900,1123239.90778943,635000
19462,33,10,11,0,1497,73,0,0,0,0,0,1967,-17045.757571662776,4625000
16496,33,10,10,0,1507,21,0,0,0,0,0,1902,31974.45697898511,3425000
15598,32,13,15,0,1423,1173,1,0,1,0,0,1991,969486.9312046687,650000
7059,19,7,5,2469,939,48,16,1,17,2469,9390,1920,5518900.621317415,1582500
12020,26,26,57,7532,1009,37,0,2,2,7532,112850,2007,19447495.621317416,0
13912,26,45,71,0,1027,1182,0,0,1,0,0,0,785702.0250540259,0
4017,10,32,84,3663,900,18,0,1,1,3663,62532,1901,7520299.621317415,0
15738,28,13,13,0,915,1377,1,0,1,0,0,0,2681265.2598922034,1287500
13483,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,0
14093,33,10,8,0,1523,59,0,0,0,0,0,1920,201602.4287448479,410000
23887,36,17,17,0,1245,1002,0,0,0,0,0,1930,171316.21273541264,2200000
3660,11,10,8,0,548,28,0,0,0,0,0,1952,965292.3647418404,490000
14449,32,10,10,0,1377,160,0,0,0,0,0,1920,216665.09552387847,1150000
7582,21,31,22,963,415,61,0,0,0,963,0,0,-251187.37868258497,10600000
11461,26,25,57,7532,1009,37,0,2,2,7532,112850,2007,19496647.621317416,0
18949,34,9,15,0,1492,65,0,0,0,0,0,1920,-258230.3839383009,1500000
7839,24,10,8,0,1349,41,0,0,0,0,0,1930,505192.2161134449,120000
11753,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,59118
6248,13,17,21,0,1745,1002,0,0,0,0,0,2004,674474.699637719,390000
22491,37,9,15,0,1209,45,0,0,0,0,0,1910,-377609.41187691456,390500
225,2,7,3,2000,790,63,8,0,8,2000,4100,1910,3923008.621317415,3485000
17138,29,1,89,2485,506,44,1,0,1,2485,3090,1899,-3984698.378682585,0
17914,33,13,18,0,1394,1043,1,0,1,0,0,0,1769231.4539936068,0
25445,36,13,16,0,1250,1131,1,0,1,0,0,0,1900496.917024572,0
3505,10,13,11,0,882,1274,1,0,1,0,0,1927,2205901.045254922,2823264
15420,28,13,18,0,858,1128,1,0,1,0,0,1917,912866.1979085938,2362340
17421,36,10,8,0,1252,41,0,0,0,0,0,1910,84224.82673512073,637500
8441,25,10,10,0,1341,1,0,0,0,0,0,1964,265857.8389614001,785000
12033,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,114855
4800,12,3,2,1453,641,61,3,0,3,1453,2664,1899,2778985.621317415,7000000
8540,24,13,11,0,1365,1061,1,0,1,0,0,1958,1430118.7882045242,0
12850,32,13,11,0,1419,1548,1,0,1,0,0,0,2856219.224160924,0
15233,32,10,10,0,1467,1,0,0,0,0,0,1961,11313.796106107533,61101
12801,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,35000
15258,34,13,11,0,1613,1036,1,0,1,0,0,1925,1054065.0950586763,880000
10395,26,13,18,0,1018,1264,1,0,1,0,0,2006,1081991.907201937,1825000
2839,9,10,11,0,848,12,0,0,0,0,0,1920,825727.0279210466,1440000
15746,28,13,13,0,917,1037,1,0,1,0,0,0,2298459.791117923,820000
9298,25,10,16,0,1367,1,0,0,0,0,0,1969,-151453.07403766224,675000
5324,12,17,17,0,612,1102,0,0,0,0,0,1910,1178886.4053959413,840000
13566,33,7,1,2248,1547,104,10,0,10,2248,5846,1920,3635034.621317415,4850000
12124,32,10,8,0,1411,40,0,0,0,0,0,1957,196702.29804863967,834000
19298,34,10,16,0,1510,1,0,0,0,0,0,1927,-455556.66816804605,5600000
18010,31,13,16,0,217,1248,1,0,1,0,0,1906,1097082.8611764046,1272812
1883,5,13,15,0,1090,1387,1,0,1,0,0,2005,2187576.734757449,785000
17670,31,13,16,0,16,1913,1,0,1,0,0,2006,1790213.391972532,2200000
10992,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,52805
2213,7,13,16,0,778,1043,1,0,1,0,0,2006,1664763.9169924264,0
23231,36,10,11,0,1233,33,0,0,0,0,0,1931,-143814.33444656478,790000
14746,33,13,11,0,1536,1234,1,0,1,0,0,0,2464042.7854400654,1600000
13283,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,45000
8962,25,10,11,0,1363,16,0,0,0,0,0,1925,236604.9168814188,999000
11611,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,0
10662,26,13,16,0,1047,1274,1,0,1,0,0,1931,1275348.1862786137,0
22660,37,10,16,0,1209,6,0,0,0,0,0,1928,-552983.1118461741,805000
17274,33,13,15,0,1539,1009,1,0,1,0,0,1985,749779.7103325124,1545000
2931,8,22,36,1860,64,20,0,1,1,1860,6814,1900,-16473.378682584967,5600000
16477,33,10,10,0,1505,40,0,0,0,0,0,1926,39077.88531132834,2350000
3440,9,43,54,0,854,1023,0,0,1,0,0,0,2502364.223267894,0
15911,32,17,19,0,1373,1901,0,0,0,0,0,1975,1160904.095092033,0
12635,32,13,11,0,1374,1170,1,0,1,0,0,0,2431613.9330530283,1565000
9861,27,10,8,0,889,15,0,0,0,0,0,1957,360658.8876564307,450000
13680,33,10,8,0,1491,1,0,0,0,0,0,1966,109512.4327165978,6100000
9638,25,13,18,0,1340,1158,1,0,1,0,0,0,2189774.0658442066,1860000
4271,11,13,15,0,561,1207,1,0,1,0,0,1928,1824467.842125866,1795000
4552,11,13,13,0,567,1043,1,0,1,0,0,1921,1781822.534957631,1460000
12240,32,10,8,0,1427,38,0,0,0,0,0,1929,210833.24542818498,2250000
6433,19,13,11,0,943,1781,1,0,1,0,0,0,3599619.9878278347,1255000
12882,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,66600
21200,39,13,15,0,2164,1121,1,0,1,0,0,0,1830419.6019453392,0
16167,26,45,71,0,1027,1726,0,0,1,0,0,1925,248899.0748995538,11039
295,2,9,9,0,765,62,0,0,0,0,0,1915,1330126.0166486949,640000
23255,35,10,12,0,1186,52,0,0,0,0,0,1965,-174462.82705131546,515000
22329,33,28,71,0,1557,1124,0,0,1,0,0,1989,148111.6849282789,0
13073,28,13,15,0,910,1015,1,0,1,0,0,2001,941313.6382890926,1190000
5454,13,22,42,13891,1774,17,0,3,3,13891,43630,2001,6859243.621317415,0
19693,36,10,10,0,1235,26,0,0,0,0,0,1915,-73220.45720112417,200000
22650,35,17,17,0,1179,1212,0,0,0,0,0,1962,426244.93112531956,762200
15846,29,10,30,0,498,15,0,0,0,0,0,1920,-1198798.293373928,0
5704,13,13,15,0,1735,1064,1,0,1,0,0,1940,1559359.0589529066,0
11199,31,13,11,0,16,8043,1,0,1,0,0,1990,9045591.189277543,600000
15807,26,45,71,0,1027,1358,0,0,1,0,0,0,983838.5705922847,0
3906,10,13,13,0,870,1495,1,0,1,0,0,1987,2281199.637420186,1350000
12016,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,98800
17548,33,13,15,0,1550,1036,1,0,1,0,0,1988,778155.3757448592,618000
1880,6,7,4,2499,448,10,20,0,20,2499,9425,1910,6625484.621317415,9900000
26012,37,13,16,0,1876,1011,1,0,1,0,0,1930,563901.4892262653,520000
14337,32,2,28,1707,1437,19,2,0,2,1707,2584,1910,64574.62131741503,3850000
9292,25,13,13,0,1322,1308,1,0,1,0,0,2006,1506253.6067435327,0
9797,25,14,85,1808,1324,121,3,2,5,1808,4140,1910,-3563791.378682585,0
15087,28,10,11,0,867,33,0,0,0,0,0,1940,148394.32615692168,0
4073,10,17,22,0,903,1127,0,0,0,0,0,1931,916096.4804632259,990000
6537,14,17,22,0,1646,1103,0,0,0,0,0,2005,684436.4964839839,670000
7170,19,13,13,0,936,2044,1,0,1,0,0,0,3757916.9456717535,865000
1432,4,8,57,4503,134,11,15,5,20,4503,30999,1930,6833508.621317415,0
22415,35,13,13,0,1171,4262,1,0,1,0,0,2006,4472501.782352958,4500000
722,2,13,16,0,738,1316,1,0,1,0,0,1960,2181616.9864038066,2372522
17050,32,10,11,0,1376,37,0,0,0,0,0,1917,11042.516968174372,6800000
15612,35,10,8,0,1162,29,0,0,0,0,0,1971,72418.5629982762,1040000
22668,35,17,17,0,1179,1308,0,0,0,0,0,1962,534319.4105098243,905000
5591,13,7,5,3599,1927,55,16,0,16,3599,13900,1910,6613278.621317415,0
16948,28,13,16,0,890,1247,1,0,1,0,0,1964,1156035.5106885224,660000
7329,23,13,11,0,1312,1227,1,0,1,0,0,1975,1644197.4006744954,0
6946,16,7,7,5396,2002,91,28,0,28,5396,19390,1905,9374813.621317415,0
6075,13,13,13,0,1831,1133,1,0,1,0,0,2007,1732965.5765202963,1140000
17975,33,13,18,0,1406,1207,1,0,1,0,0,1914,810950.5638838452,5396725
18142,35,10,10,0,1162,29,0,0,0,0,0,1971,-65509.428311164025,1400000
10020,26,10,11,0,1270,17,0,0,0,0,0,1939,195067.0638277321,760000
850,2,15,15,0,773,1201,1,0,1,0,0,1920,2040750.3344688746,2443800
12887,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,80624
2126,7,10,11,0,837,40,0,0,0,0,0,1928,925190.2394874725,0
23055,37,13,18,0,1218,1050,1,0,1,0,0,1986,450161.9824186438,1451006
22058,33,13,16,0,1540,1044,1,0,1,0,0,0,1905242.024809647,0
21580,33,10,12,0,1576,14,0,0,0,0,0,1981,-162435.18803741643,1090000
2311,8,13,13,0,18,1186,1,0,1,0,0,1956,2042089.0398713942,615000
5658,13,7,27,1699,2024,16,6,0,6,1699,2724,1910,1200214.621317415,0
13168,26,45,71,0,1006,1302,0,0,1,0,0,0,921232.8443033337,18850
11285,26,45,102,0,1006,1302,0,0,1,0,0,1963,-2388562.0209929883,46250
22021,33,13,16,0,1537,1848,1,0,1,0,0,0,2810428.3210861147,1100000
20990,33,10,12,0,1513,5,0,0,0,0,0,1917,-133046.01042368403,185000
1637,5,13,13,0,1076,1022,1,0,1,0,0,2008,1913097.362586169,1225000
548,2,10,13,0,798,26,0,0,0,0,0,1909,964877.8114524065,3350000
7256,19,13,18,0,943,1096,1,0,1,0,0,0,2345715.576803275,0
16676,33,1,28,1607,1382,46,1,0,1,1607,6694,1910,805498.621317415,12495000
2971,9,13,13,0,817,1247,1,0,1,0,0,2012,2024431.0575444796,6550000
6450,14,31,22,2523,1784,11,0,0,0,2523,0,0,-97155.37868258497,0
1520,5,13,11,0,1051,1359,1,0,1,0,0,2008,2430932.902828628,1751390
7554,20,14,56,940,478,17,4,1,5,940,2660,1900,-1657781.378682585,0
21206,35,10,11,0,1121,29,0,0,0,0,0,1968,-131827.82773894444,1150000
24063,39,13,18,0,2111,1046,1,0,1,0,0,2012,339035.14991393173,519307
10350,26,13,13,0,1040,1382,1,0,1,0,0,1989,1569343.8692232347,800000
17888,37,10,8,0,1851,12,0,0,0,0,0,1930,-9092.217932134867,399000
3635,11,10,7,0,532,20,0,0,0,0,0,1930,1038717.6547477958,0
8692,25,10,16,0,1325,24,0,0,0,0,0,1960,-119311.78998110536,389000
17145,29,7,32,1680,477,75,5,0,5,1680,3042,1920,281362.62131741503,8360000
19444,32,13,16,0,1375,1250,1,0,1,0,0,1941,1018058.1771227694,0
9236,25,10,16,0,1364,5,0,0,0,0,0,1956,-139126.439298735,1730000
26243,38,10,12,0,2136,50,0,0,0,0,0,1912,-273607.30834476696,65000
1335,4,13,15,0,123,1126,1,0,1,0,0,2008,1948358.3118493906,2891830
13538,33,2,25,929,1522,40,2,0,2,929,4829,2012,669490.621317415,0
9395,25,13,11,0,1047,1382,1,0,1,0,0,1931,1777996.0571088153,749000
3218,9,13,13,0,857,1259,1,0,1,0,0,2013,2036509.6150510157,2099633
7457,19,13,16,0,969,1120,1,0,1,0,0,1988,1323284.248888099,779000
9563,25,21,37,11750,1025,54,0,59,59,11750,134441,1911,27835453.621317416,83126000
2189,7,10,13,0,837,40,0,0,0,0,0,1928,787262.2481780327,535000
5059,12,10,11,0,636,22,0,0,0,0,0,1964,706403.3642507573,835000
11576,26,45,102,0,1006,1302,0,0,1,0,0,1963,-2388562.0209929883,43624
4598,11,15,15,0,573,1102,1,0,1,0,0,1910,1613240.3604449364,5450000
8854,25,10,11,12577,1348,16,114,0,114,12577,108131,1962,40146080.62131742,335000
8428,24,13,11,0,1341,1464,1,0,1,0,0,1984,1868784.6979039763,1850000
5350,13,13,11,0,2045,1077,1,0,1,0,0,2005,1804583.5460936907,860000
13566,26,45,97,0,1006,1303,0,0,1,0,0,1963,-2042616.2668924662,78205
4963,12,10,16,0,590,79,0,0,0,0,0,1930,447009.4233907121,619000
8836,25,10,10,0,1372,2,0,0,0,0,0,1926,289023.4566655136,9500000
11641,26,26,43,7532,1009,37,0,2,2,7532,112850,2007,20414151.621317416,108587
13656,26,45,79,0,1027,1132,0,0,1,0,0,0,177701.26847016858,1900
11454,26,45,102,0,1006,1302,0,0,1,0,0,1963,-2388562.0209929883,44099
17913,31,13,16,0,181,1029,1,0,1,0,0,0,1989170.332255376,2995000
14326,33,10,8,0,1559,10,0,0,0,0,0,1955,124794.0360507993,845000
208,2,9,11,0,717,40,0,0,0,0,0,1900,1177386.4600468045,510000
2810,9,10,11,0,816,31,0,0,0,0,0,1964,821515.770565785,981500
20109,36,13,15,0,1226,1306,1,0,1,0,0,1971,990284.9338405444,2240150
19581,36,10,10,0,1211,29,0,0,0,0,0,1900,-60387.87827044213,1200000
17686,31,13,16,0,16,2288,1,0,1,0,0,1985,2224916.327068254,560000
18101,32,13,13,0,1397,1350,1,0,1,0,0,1959,1326323.1829500324,0
26557,39,10,12,0,2180,371,0,0,0,0,0,1959,22546.501189958304,670000
4811,12,10,10,0,637,81,0,0,0,0,0,1987,828036.2898834576,1295000
20764,38,8,8,4996,2120,48,41,0,41,4996,21426,1926,10866076.621317415,8350000
15608,32,13,15,0,1423,1314,1,0,1,0,0,1991,1128221.32280066,0
14067,26,45,71,0,1027,1194,0,0,1,0,0,0,799211.334977089,0
12417,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,59375
7542,21,8,8,4883,344,9040,10,1,11,4883,4883,2003,13383847.621317415,0
20743,33,10,12,0,1498,37,0,0,0,0,0,1923,-100290.52680598525,3000000
5488,13,8,8,12490,2010,18,48,0,48,12490,52290,1910,19156664.621317416,14033000
11391,26,45,102,0,1006,1302,0,0,1,0,0,1963,-2388562.0209929883,99000
9619,25,13,16,0,1326,1019,1,0,1,0,0,2006,973929.0305572837,1450000
23045,36,10,11,0,1197,29,0,0,0,0,0,1929,-146373.06057937816,995000
2846,8,13,18,0,78,1730,1,0,1,0,0,1908,2337096.4828185327,0
1217,3,43,54,0,238,1210,0,0,1,0,0,0,2943188.7096110047,0
4462,11,10,16,0,574,67,0,0,0,0,0,1957,453958.7176832934,434300
20497,33,13,13,0,1537,2061,1,0,1,0,0,0,3257110.559184646,1309000
23069,37,13,18,0,1218,1065,1,0,1,0,0,1986,467048.6198224728,2922377
3662,10,10,11,0,880,19,0,0,0,0,0,1987,756697.3535272456,975000
1834,6,1,65,1324,466,46,1,0,1,1324,3225,1899,-1454010.378682585,6400000
3671,10,13,15,0,903,1321,1,0,1,0,0,2014,1930579.8064826964,1247356
24068,37,10,11,0,1888,25,0,0,0,0,0,1916,-193762.34013159666,2550000
13539,26,45,97,0,1006,1303,0,0,1,0,0,1963,-2042616.2668924662,88310
5661,13,7,10,4000,2051,85,15,0,15,4000,13680,1920,6096502.621317415,0
10239,27,13,11,0,892,1333,1,0,1,0,0,2006,1608800.6257056152,1465000
24444,38,8,32,5225,2111,50,21,3,24,5225,25296,1910,7017642.621317415,5700000
8579,25,10,11,0,1333,23,0,0,0,0,0,1930,242125.66198226763,285000
49,1,9,9,0,400,47,0,0,0,0,0,1937,1343957.4732947047,0
12826,26,45,97,0,1006,1302,0,0,1,0,0,1963,-2043742.042719388,39100
14313,26,45,71,0,1027,1216,0,0,1,0,0,0,823978.4031693717,0
13262,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,0
24725,39,10,11,0,2177,242,0,0,0,0,0,1916,-27981.053397010546,627000
1519,4,13,16,0,149,1134,1,0,1,0,0,2010,1886664.5837393035,1817576
4230,11,10,16,0,548,45,0,0,0,0,0,1930,445852.5885617533,535000
18309,32,9,11,0,1471,36,0,0,0,0,0,1910,63874.026216586586,245000
7920,24,13,15,0,1292,1408,1,0,1,0,0,2012,1514190.6156877135,18442955
11900,26,25,60,7532,1009,37,0,2,2,7532,112850,2007,19283655.621317416,42400
8351,24,31,20,31,1305,128,0,0,0,31,0,0,-158459.37868258497,0
14238,31,15,17,0,144,1201,1,0,1,0,0,1910,870824.1056873458,3075000
18462,35,13,15,0,1132,1022,1,0,1,0,0,1987,699216.0204225886,1125000
187,2,7,4,1554,744,66,10,0,10,1554,4218,1920,4192134.621317415,0
21069,39,10,10,0,2179,170,0,0,0,0,0,1925,-45487.60490149539,625000
7408,20,9,9,2079,507,19,8,1,9,2079,7890,1925,3522327.621317415,0
7200,19,13,18,0,936,4039,1,0,1,0,0,1962,4487705.742107397,800000
20276,34,13,18,0,1539,1224,1,0,1,0,0,1985,748685.4229075327,1600000
4729,12,10,10,0,608,39,0,0,0,0,0,1961,796880.1756547182,1375000
16122,30,2,2,2924,106,6,2,1,3,2924,5544,1900,2582658.621317415,5000000
17987,35,10,10,0,1124,46,0,0,0,0,0,1925,-18117.17445779126,1550000
9586,25,26,63,7532,1009,37,0,2,2,7532,112850,2007,19070663.621317416,9686
7376,24,1,23,1665,1322,8,1,0,1,1665,3060,1899,688889.621317415,5000000
2774,8,13,16,0,53,1336,1,0,1,0,0,2007,1972886.893581063,2138325
15135,32,10,10,0,1450,23,0,0,0,0,0,1966,33450.209075413644,1450000
7806,21,10,16,0,331,120,0,0,0,0,0,1949,161024.84995022044,460000
4918,12,9,11,0,632,45,0,0,0,0,0,1911,815779.0305761988,725000
602,2,13,15,0,691,1027,1,0,1,0,0,2007,1898152.4271675083,0
12756,26,28,47,0,1265,1082,0,1,1,0,0,0,-823679.4875848978,0
15390,26,45,71,0,1027,1318,0,0,1,0,0,0,938807.5375154079,0
8170,24,10,11,0,1303,41,0,0,0,0,0,1923,303438.04442829033,520000
3953,10,13,13,0,879,1252,1,0,1,0,0,2009,1994314.5171844386,761000
7674,24,10,8,0,1335,22,0,0,0,0,0,1927,485885.28874771297,298500
13554,26,45,97,0,1006,1303,0,0,1,0,0,1963,-2042616.2668924662,88445
13470,26,45,79,0,1006,1302,0,0,1,0,0,1963,-802390.1209344282,0
22657,37,10,16,0,1209,6,0,0,0,0,0,1928,-552983.1118461741,1170000
16192,30,13,13,0,106,1320,1,0,1,0,0,1900,1427170.473883838,1374637
20731,33,10,12,0,1498,1,0,0,0,0,0,1960,-162907.45657517435,2000000
3160,10,10,8,0,871,39,0,0,0,0,0,1959,1003008.4513235628,565000
1896,6,7,5,2425,461,39,10,0,10,2425,9240,1900,4998924.621317415,4890000
21394,36,13,18,0,1115,1707,1,0,1,0,0,1979,1232366.7164279385,2140000
3911,10,13,18,0,877,1004,1,0,1,0,0,2012,1368552.8214550274,2406990
10060,26,13,13,0,1003,1398,1,0,1,0,0,0,2775560.5034392723,1200500
22376,36,47,52,0,1171,1958,0,0,1,0,0,0,2500660.5488661206,17000
6016,13,13,16,0,1746,1086,1,0,1,0,0,2007,1474933.8495759242,1873580
16066,29,22,23,2500,514,9,0,1,1,2500,2500,1941,-823906.378682585,0
18669,33,17,22,0,1458,1103,0,0,0,0,0,1958,27776.17111002328,795000
17700,32,10,11,0,1443,1,0,0,0,0,0,1931,-39239.94809869677,460000
98,1,10,12,0,389,30,0,0,0,0,0,1950,1058637.1321228324,825000
23822,35,13,16,0,1168,1113,1,0,1,0,0,2007,720007.2478428897,0
20296,33,13,13,0,1508,1032,1,0,1,0,0,2012,898127.7037839652,12000000
12696,28,10,10,0,888,37,0,0,0,0,0,1964,207095.70510065323,520000
3531,9,46,21,0,849,1310,0,0,1,0,0,1913,3804041.620058559,0
8740,25,10,11,0,1338,5,0,0,0,0,0,1929,222354.478045607,1125000
10802,26,21,73,8158,1261,16,0,13,13,8158,108929,1923,18228865.621317416,81000000
2967,9,13,13,0,817,1242,1,0,1,0,0,2012,2018802.1784098693,1733025
1248,3,43,49,0,197,1027,0,0,1,0,0,0,3082846.3077848325,1000000
9132,25,10,16,0,1350,11,0,0,0,0,0,1929,-115960.97099141916,800000
9351,25,10,12,0,1368,13,0,0,0,0,0,1967,139085.37469386775,842500
14358,26,45,71,0,1027,1220,0,0,1,0,0,0,828481.5064770593,100
10499,26,26,48,7532,1009,37,0,2,2,7532,112850,2007,20070087.621317416,53910
14628,26,45,97,0,1006,1303,0,0,1,0,0,1963,-2042616.2668924662,59500
16406,28,7,5,1870,909,34,8,1,9,1870,8588,1910,3771276.621317415,5500000
19538,32,13,16,0,1394,1084,1,0,1,0,0,0,1989560.357455879,0
